#HDR|B-PARTNER_GAMMA-ORIGINATOR-20240115|PARTNER_GAMMA|2024-01-15|10|4585106
LOAN_ID|DISB_AMT_PAISE|TS|STATUS|UTR|EVT_TYPE|CORR_ID|BIZ_EVT_ID
LOAN-000001|311248|2024-01-15T09:30Z|SUCCESS|UTR-LOAN-000001-918|DISBURSEMENT_INSTRUCTION|CORR-LOAN-000001|EVT-LOAN-000001
LOAN-000004|446030|2024-01-15T15:07Z|SUCCESS|UTR-LOAN-000004-756|DISBURSEMENT_INSTRUCTION|CORR-LOAN-000004|EVT-LOAN-000004
LOAN-000020|745481|2024-01-15T15:20Z|SUCCESS|UTR-LOAN-000020-441|DISBURSEMENT_INSTRUCTION|CORR-LOAN-000020|EVT-LOAN-000020
LOAN-000033|974815|2024-01-15T16:38Z|SUCCESS|UTR-LOAN-000033-816|DISBURSEMENT_INSTRUCTION|CORR-LOAN-000033|EVT-LOAN-000033
LOAN-000064|876778|2024-01-15T09:44Z|SUCCESS|UTR-LOAN-000064-233|DISBURSEMENT_INSTRUCTION|CORR-LOAN-000064|EVT-LOAN-000064
LOAN-000069|269674|2024-01-15T13:08Z|SUCCESS|UTR-LOAN-000069-480|DISBURSEMENT_INSTRUCTION|CORR-LOAN-000069|EVT-LOAN-000069
LOAN-000073|196863|2024-01-15T15:36Z|SUCCESS|UTR-LOAN-000073-551|DISBURSEMENT_INSTRUCTION|CORR-LOAN-000073|EVT-LOAN-000073
LOAN-000077|262806|2024-01-15T10:23Z|SUCCESS|UTR-LOAN-000077-821|DISBURSEMENT_INSTRUCTION|CORR-LOAN-000077|EVT-LOAN-000077
LOAN-000090|389107|2024-01-15T12:51Z|SUCCESS|UTR-LOAN-000090-281|DISBURSEMENT_INSTRUCTION|CORR-LOAN-000090|EVT-LOAN-000090
LOAN-000092|112304|2024-01-15T10:31Z|SUCCESS|UTR-LOAN-000092-988|DISBURSEMENT_INSTRUCTION|CORR-LOAN-000092|EVT-LOAN-000092
