#HDR|B-PARTNER_GAMMA-BANK-20240117|PARTNER_GAMMA|2024-01-17|14|8911454
LOAN_ID|DISB_AMT_PAISE|TS|STATUS|UTR|EVT_TYPE|CORR_ID|BIZ_EVT_ID
LOAN-000005|848217|2024-01-17T11:25Z|SUCCESS|UTR-LOAN-000005-164|SETTLEMENT_DEBIT|CORR-LOAN-000005|EVT-LOAN-000005
LOAN-000009|792798|2024-01-17T10:54Z|SUCCESS|UTR-LOAN-000009-501|SETTLEMENT_DEBIT|CORR-LOAN-000009|EVT-LOAN-000009
LOAN-000019|546778|2024-01-17T12:48Z|SUCCESS|UTR-LOAN-000019-35|SETTLEMENT_DEBIT|CORR-LOAN-000019|EVT-LOAN-000019
LOAN-000028|297183|2024-01-17T16:16Z|SUCCESS|UTR-LOAN-000028-843|SETTLEMENT_DEBIT|CORR-LOAN-000028|EVT-LOAN-000028
LOAN-000046|431680|2024-01-17T10:40Z|SUCCESS|UTR-LOAN-000046-226|SETTLEMENT_DEBIT|CORR-LOAN-000046|EVT-LOAN-000046
LOAN-000047|960895|2024-01-17T10:19Z|SUCCESS|UTR-LOAN-000047-366|SETTLEMENT_DEBIT|CORR-LOAN-000047|EVT-LOAN-000047
LOAN-000050|325055|2024-01-17T13:23Z|SUCCESS|UTR-LOAN-000050-860|SETTLEMENT_DEBIT|CORR-LOAN-000050|EVT-LOAN-000050
LOAN-000061|928465|2024-01-17T09:57Z|SUCCESS|UTR-LOAN-000061-254|SETTLEMENT_DEBIT|CORR-LOAN-000061|EVT-LOAN-000061
LOAN-000074|410956|2024-01-17T11:29Z|SUCCESS|UTR-LOAN-000074-645|SETTLEMENT_DEBIT|CORR-LOAN-000074|EVT-LOAN-000074
LOAN-000075|290572|2024-01-17T15:35Z|SUCCESS|UTR-LOAN-000075-89|SETTLEMENT_DEBIT|CORR-LOAN-000075|EVT-LOAN-000075
LOAN-000081|804690|2024-01-17T15:54Z|SUCCESS|UTR-LOAN-000081-959|SETTLEMENT_DEBIT|CORR-LOAN-000081|EVT-LOAN-000081
LOAN-000084|885370|2024-01-17T12:47Z|SUCCESS|UTR-LOAN-000084-461|SETTLEMENT_DEBIT|CORR-LOAN-000084|EVT-LOAN-000084
LOAN-000085|809111|2024-01-17T10:36Z|SUCCESS|UTR-LOAN-000085-71|SETTLEMENT_DEBIT|CORR-LOAN-000085|EVT-LOAN-000085
LOAN-000097|579684|2024-01-17T13:05Z|SUCCESS|UTR-LOAN-000097-17|SETTLEMENT_DEBIT|CORR-LOAN-000097|EVT-LOAN-000097
