# batch_id=B-PARTNER_BETA-ORIGINATOR-20240117,partner_code=PARTNER_BETA,business_date=2024-01-17,declared_count=11,declared_amount_paise=5238761
loan_reference,amount_paise,status,timestamp,utr_reference,event_type,correlation_id,business_event_id
LOAN-000020,757188,SUCCESS,2024-01-17T16:03Z,UTR-LOAN-000020-785,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000020,EVT-LOAN-000020
LOAN-000025,273404,SUCCESS,2024-01-17T10:50Z,UTR-LOAN-000025-630,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000025,EVT-LOAN-000025
LOAN-000055,662918,SUCCESS,2024-01-17T15:46Z,UTR-LOAN-000055-804,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000055,EVT-LOAN-000055
LOAN-000060,445461,SUCCESS,2024-01-17T16:39Z,UTR-LOAN-000060-150,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000060,EVT-LOAN-000060
LOAN-000063,156136,SUCCESS,2024-01-17T10:55Z,UTR-LOAN-000063-807,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000063,EVT-LOAN-000063
LOAN-000074,688181,SUCCESS,2024-01-17T14:37Z,UTR-LOAN-000074-628,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000074,EVT-LOAN-000074
LOAN-000075,670590,SUCCESS,2024-01-17T16:40Z,UTR-LOAN-000075-307,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000075,EVT-LOAN-000075
LOAN-000080,638173,SUCCESS,2024-01-17T11:22Z,UTR-LOAN-000080-616,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000080,EVT-LOAN-000080
LOAN-000084,605079,SUCCESS,2024-01-17T16:08Z,UTR-LOAN-000084-557,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000084,EVT-LOAN-000084
LOAN-000091,154665,SUCCESS,2024-01-17T15:38Z,UTR-LOAN-000091-528,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000091,EVT-LOAN-000091
LOAN-000099,186966,SUCCESS,2024-01-17T13:42Z,UTR-LOAN-000099-928,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000099,EVT-LOAN-000099
