# batch_id=B-PARTNER_BETA-BANK-20240117,partner_code=PARTNER_BETA,business_date=2024-01-17,declared_count=12,declared_amount_paise=5248761
loan_reference,amount_paise,status,timestamp,utr_reference,event_type,correlation_id,business_event_id
LOAN-000007,10000,SUCCESS,2024-01-17T13:45Z,UTR-LOAN-000007-256,REVERSAL,CORR-REV-LOAN-000007,EVT-REV-LOAN-000007
LOAN-000020,757188,SUCCESS,2024-01-17T16:19Z,UTR-LOAN-000020-785,SETTLEMENT_DEBIT,CORR-LOAN-000020,EVT-LOAN-000020
LOAN-000025,273404,SUCCESS,2024-01-17T10:56Z,UTR-LOAN-000025-630,SETTLEMENT_DEBIT,CORR-LOAN-000025,EVT-LOAN-000025
LOAN-000055,662918,SUCCESS,2024-01-17T16:03Z,UTR-LOAN-000055-804,SETTLEMENT_DEBIT,CORR-LOAN-000055,EVT-LOAN-000055
LOAN-000060,445461,SUCCESS,2024-01-17T17:13Z,UTR-LOAN-000060-150,SETTLEMENT_DEBIT,CORR-LOAN-000060,EVT-LOAN-000060
LOAN-000063,156136,SUCCESS,2024-01-17T11:07Z,UTR-LOAN-000063-807,SETTLEMENT_DEBIT,CORR-LOAN-000063,EVT-LOAN-000063
LOAN-000074,688181,SUCCESS,2024-01-17T15:34Z,UTR-LOAN-000074-628,SETTLEMENT_DEBIT,CORR-LOAN-000074,EVT-LOAN-000074
LOAN-000075,670590,SUCCESS,2024-01-17T17:16Z,UTR-LOAN-000075-307,SETTLEMENT_DEBIT,CORR-LOAN-000075,EVT-LOAN-000075
LOAN-000080,638173,SUCCESS,2024-01-17T11:55Z,UTR-LOAN-000080-616,SETTLEMENT_DEBIT,CORR-LOAN-000080,EVT-LOAN-000080
LOAN-000084,605079,SUCCESS,2024-01-17T16:46Z,UTR-LOAN-000084-557,SETTLEMENT_DEBIT,CORR-LOAN-000084,EVT-LOAN-000084
LOAN-000091,154665,SUCCESS,2024-01-17T15:40Z,UTR-LOAN-000091-528,SETTLEMENT_DEBIT,CORR-LOAN-000091,EVT-LOAN-000091
LOAN-000099,186966,SUCCESS,2024-01-17T13:53Z,UTR-LOAN-000099-928,SETTLEMENT_DEBIT,CORR-LOAN-000099,EVT-LOAN-000099
