#HDR|B-PARTNER_GAMMA-LMS-20240117|PARTNER_GAMMA|2024-01-17|10|5350755
LOAN_ID|DISB_AMT_PAISE|TS|STATUS|UTR|EVT_TYPE|CORR_ID|BIZ_EVT_ID
LOAN-000008|841916|2024-01-17T12:57Z|SUCCESS|UTR-LOAN-000008-37|LMS_BOOKING|CORR-LOAN-000008|EVT-LOAN-000008
LOAN-000009|297897|2024-01-17T14:37Z|SUCCESS|UTR-LOAN-000009-85|LMS_BOOKING|CORR-LOAN-000009|EVT-LOAN-000009
LOAN-000010|727006|2024-01-17T13:39Z|SUCCESS|UTR-LOAN-000010-667|LMS_BOOKING|CORR-LOAN-000010|EVT-LOAN-000010
LOAN-000019|627794|2024-01-17T15:46Z|SUCCESS|UTR-LOAN-000019-240|LMS_BOOKING|CORR-LOAN-000019|EVT-LOAN-000019
LOAN-000027|742675|2024-01-17T15:30Z|SUCCESS|UTR-LOAN-000027-118|LMS_BOOKING|CORR-LOAN-000027|EVT-LOAN-000027
LOAN-000048|199022|2024-01-17T16:40Z|SUCCESS|UTR-LOAN-000048-779|LMS_BOOKING|CORR-LOAN-000048|EVT-LOAN-000048
LOAN-000054|804922|2024-01-17T12:04Z|SUCCESS|UTR-LOAN-000054-877|LMS_BOOKING|CORR-LOAN-000054|EVT-LOAN-000054
LOAN-000095|525264|2024-01-17T15:44Z|SUCCESS|UTR-LOAN-000095-567|LMS_BOOKING|CORR-LOAN-000095|EVT-LOAN-000095
LOAN-000097|184910|2024-01-17T11:19Z|SUCCESS|UTR-LOAN-000097-404|LMS_BOOKING|CORR-LOAN-000097|EVT-LOAN-000097
LOAN-000098|399349|2024-01-17T09:23Z|SUCCESS|UTR-LOAN-000098-211|LMS_BOOKING|CORR-LOAN-000098|EVT-LOAN-000098
