# batch_id=B-PARTNER_BETA-BANK-20240115,partner_code=PARTNER_BETA,business_date=2024-01-15,declared_count=47,declared_amount_paise=23784407
loan_reference,amount_paise,status,timestamp,utr_reference,event_type,correlation_id,business_event_id
LOAN-000021,892740,SUCCESS,2024-01-15T11:55Z,UTR-LOAN-000021-529,SETTLEMENT_DEBIT,CORR-LOAN-000021,EVT-LOAN-000021
LOAN-000030,356266,SUCCESS,2024-01-15T10:37Z,UTR-LOAN-000030-290,SETTLEMENT_DEBIT,CORR-LOAN-000030,EVT-LOAN-000030
LOAN-000060,502806,SUCCESS,2024-01-15T13:45Z,UTR-LOAN-000060-526,SETTLEMENT_DEBIT,CORR-LOAN-000060,EVT-LOAN-000060
LOAN-000063,814016,SUCCESS,2024-01-15T16:09Z,UTR-LOAN-000063-823,SETTLEMENT_DEBIT,CORR-LOAN-000063,EVT-LOAN-000063
LOAN-000103,210206,SUCCESS,2024-01-15T10:10Z,UTR-LOAN-000103-953,SETTLEMENT_DEBIT,CORR-LOAN-000103,EVT-LOAN-000103
LOAN-000120,872469,FAILED,2024-01-15T12:40Z,UTR-LOAN-000120-495,SETTLEMENT_DEBIT,CORR-LOAN-000120,EVT-LOAN-000120
LOAN-000123,343815,SUCCESS,2024-01-15T15:48Z,UTR-LOAN-000123-564,SETTLEMENT_DEBIT,CORR-LOAN-000123,EVT-LOAN-000123
LOAN-000124,776076,SUCCESS,2024-01-15T12:36Z,UTR-LOAN-000124-227,SETTLEMENT_DEBIT,CORR-LOAN-000124,EVT-LOAN-000124
LOAN-000130,657556,SUCCESS,2024-01-15T12:14Z,UTR-LOAN-000130-397,SETTLEMENT_DEBIT,CORR-LOAN-000130,EVT-LOAN-000130
LOAN-000163,101488,SUCCESS,2024-01-15T14:37Z,UTR-LOAN-000163-10,SETTLEMENT_DEBIT,CORR-LOAN-000163,EVT-LOAN-000163
LOAN-000165,133497,SUCCESS,2024-01-15T10:57Z,UTR-LOAN-000165-124-0,SETTLEMENT_DEBIT,CORR-LOAN-000165,EVT-LOAN-000165-S0
LOAN-000165,133497,SUCCESS,2024-01-15T11:02Z,UTR-LOAN-000165-124-1,SETTLEMENT_DEBIT,CORR-LOAN-000165,EVT-LOAN-000165-S1
LOAN-000176,586086,SUCCESS,2024-01-15T13:01Z,UTR-LOAN-000176-643,SETTLEMENT_DEBIT,CORR-LOAN-000176,EVT-LOAN-000176
LOAN-000193,732586,SUCCESS,2024-01-15T17:02Z,UTR-LOAN-000193-781,SETTLEMENT_DEBIT,CORR-LOAN-000193,EVT-LOAN-000193
LOAN-000200,447525,SUCCESS,2024-01-15T10:39Z,UTR-LOAN-000200-65-0,SETTLEMENT_DEBIT,CORR-LOAN-000200,EVT-LOAN-000200-S0
LOAN-000200,447526,SUCCESS,2024-01-15T10:44Z,UTR-LOAN-000200-65-1,SETTLEMENT_DEBIT,CORR-LOAN-000200,EVT-LOAN-000200-S1
LOAN-000207,122862,SUCCESS,2024-01-15T16:50Z,UTR-LOAN-000207-894,SETTLEMENT_DEBIT,CORR-LOAN-000207,EVT-LOAN-000207
LOAN-000209,639343,SUCCESS,2024-01-15T13:14Z,UTR-LOAN-000209-612,SETTLEMENT_DEBIT,CORR-LOAN-000209,EVT-LOAN-000209
LOAN-000220,640524,SUCCESS,2024-01-15T13:40Z,UTR-LOAN-000220-597,SETTLEMENT_DEBIT,CORR-LOAN-000220,EVT-LOAN-000220
LOAN-000228,561173,SUCCESS,2024-01-15T16:50Z,UTR-LOAN-000228-29,SETTLEMENT_DEBIT,CORR-LOAN-000228,EVT-LOAN-000228
LOAN-000232,572285,SUCCESS,2024-01-15T12:34Z,UTR-LOAN-000232-244,SETTLEMENT_DEBIT,CORR-LOAN-000232,EVT-LOAN-000232
LOAN-000235,448188,SUCCESS,2024-01-15T10:39Z,UTR-LOAN-000235-15,SETTLEMENT_DEBIT,CORR-LOAN-000235,EVT-LOAN-000235
LOAN-000237,453558,SUCCESS,2024-01-15T14:56Z,UTR-LOAN-000237-257,SETTLEMENT_DEBIT,CORR-LOAN-000237,EVT-LOAN-000237
LOAN-000254,280009,SUCCESS,2024-01-15T14:36Z,UTR-LOAN-000254-717,SETTLEMENT_DEBIT,CORR-LOAN-000254,EVT-LOAN-000254
LOAN-000266,481827,SUCCESS,2024-01-15T16:38Z,UTR-LOAN-000266-603,SETTLEMENT_DEBIT,CORR-LOAN-000266,EVT-LOAN-000266
LOAN-000274,861190,SUCCESS,2024-01-15T13:36Z,UTR-LOAN-000274-700,SETTLEMENT_DEBIT,CORR-LOAN-000274,EVT-LOAN-000274
LOAN-000278,283656,SUCCESS,2024-01-15T16:09Z,UTR-LOAN-000278-629,SETTLEMENT_DEBIT,CORR-LOAN-000278,EVT-LOAN-000278
LOAN-000288,631643,SUCCESS,2024-01-15T09:44Z,UTR-LOAN-000288-979,SETTLEMENT_DEBIT,CORR-LOAN-000288,EVT-LOAN-000288
LOAN-000294,943477,SUCCESS,2024-01-15T15:48Z,UTR-LOAN-000294-430,SETTLEMENT_DEBIT,CORR-LOAN-000294,EVT-LOAN-000294
LOAN-000309,752568,SUCCESS,2024-01-15T14:06Z,UTR-LOAN-000309-732,SETTLEMENT_DEBIT,CORR-LOAN-000309,EVT-LOAN-000309
LOAN-000349,588396,SUCCESS,2024-01-15T13:55Z,UTR-LOAN-000349-213,SETTLEMENT_DEBIT,CORR-LOAN-000349,EVT-LOAN-000349
LOAN-000359,269507,SUCCESS,2024-01-15T17:40Z,UTR-LOAN-000359-523,SETTLEMENT_DEBIT,CORR-LOAN-000359,EVT-LOAN-000359
LOAN-000372,768665,SUCCESS,2024-01-15T11:24Z,UTR-LOAN-000372-60,SETTLEMENT_DEBIT,CORR-LOAN-000372,EVT-LOAN-000372
LOAN-000386,724062,SUCCESS,2024-01-15T15:34Z,UTR-LOAN-000386-798,SETTLEMENT_DEBIT,CORR-LOAN-000386,EVT-LOAN-000386
LOAN-000391,659865,SUCCESS,2024-01-15T10:33Z,UTR-LOAN-000391-138,SETTLEMENT_DEBIT,CORR-LOAN-000391,EVT-LOAN-000391
LOAN-000394,142906,SUCCESS,2024-01-15T10:28Z,UTR-LOAN-000394-42,SETTLEMENT_DEBIT,CORR-LOAN-000394,EVT-LOAN-000394
LOAN-000400,436264,SUCCESS,2024-01-15T13:41Z,UTR-LOAN-000400-330,SETTLEMENT_DEBIT,CORR-LOAN-000400,EVT-LOAN-000400
LOAN-000404,238374,SUCCESS,2024-01-15T10:29Z,UTR-LOAN-000404-831,SETTLEMENT_DEBIT,CORR-LOAN-000404,EVT-LOAN-000404
LOAN-000413,419656,SUCCESS,2024-01-15T12:14Z,UTR-LOAN-000413-591,SETTLEMENT_DEBIT,CORR-LOAN-000413,EVT-LOAN-000413
LOAN-000439,402565,SUCCESS,2024-01-15T16:35Z,UTR-LOAN-000439-224,SETTLEMENT_DEBIT,CORR-LOAN-000439,EVT-LOAN-000439
LOAN-000443,527990,SUCCESS,2024-01-15T15:06Z,UTR-LOAN-000443-408,SETTLEMENT_DEBIT,CORR-LOAN-000443,EVT-LOAN-000443
LOAN-000448,239528,SUCCESS,2024-01-15T17:11Z,UTR-LOAN-000448-884,SETTLEMENT_DEBIT,CORR-LOAN-000448,EVT-LOAN-000448
LOAN-000450,541349,SUCCESS,2024-01-15T15:19Z,UTR-LOAN-000450-649,SETTLEMENT_DEBIT,CORR-LOAN-000450,EVT-LOAN-000450
LOAN-000453,875607,SUCCESS,2024-01-15T11:50Z,UTR-LOAN-000453-292,SETTLEMENT_DEBIT,CORR-LOAN-000453,EVT-LOAN-000453
LOAN-000486,158623,SUCCESS,2024-01-15T15:56Z,UTR-LOAN-000486-421,SETTLEMENT_DEBIT,CORR-LOAN-000486,EVT-LOAN-000486
LOAN-000492,407693,SUCCESS,2024-01-15T10:34Z,UTR-LOAN-000492-8,SETTLEMENT_DEBIT,CORR-LOAN-000492,EVT-LOAN-000492
LOAN-000495,702899,SUCCESS,2024-01-15T15:43Z,UTR-LOAN-000495-327,SETTLEMENT_DEBIT,CORR-LOAN-000495,EVT-LOAN-000495
