#HDR|B-PARTNER_GAMMA-BANK-20240115|PARTNER_GAMMA|2024-01-15|51|28015413
LOAN_ID|DISB_AMT_PAISE|TS|STATUS|UTR|EVT_TYPE|CORR_ID|BIZ_EVT_ID
LOAN-000001|311248|2024-01-15T09:55Z|SUCCESS|UTR-LOAN-000001-918|SETTLEMENT_DEBIT|CORR-LOAN-000001|EVT-LOAN-000001
LOAN-000004|446030|2024-01-15T15:13Z|SUCCESS|UTR-LOAN-000004-756|SETTLEMENT_DEBIT|CORR-LOAN-000004|EVT-LOAN-000004
LOAN-000020|745481|2024-01-15T15:31Z|SUCCESS|UTR-LOAN-000020-441|SETTLEMENT_DEBIT|CORR-LOAN-000020|EVT-LOAN-000020
LOAN-000033|974815|2024-01-15T16:47Z|SUCCESS|UTR-LOAN-000033-816|SETTLEMENT_DEBIT|CORR-LOAN-000033|EVT-LOAN-000033
LOAN-000064|876778|2024-01-15T10:18Z|SUCCESS|UTR-LOAN-000064-233|SETTLEMENT_DEBIT|CORR-LOAN-000064|EVT-LOAN-000064
LOAN-000069|269674|2024-01-15T13:53Z|SUCCESS|UTR-LOAN-000069-480|SETTLEMENT_DEBIT|CORR-LOAN-000069|EVT-LOAN-000069
LOAN-000073|196863|2024-01-15T16:26Z|SUCCESS|UTR-LOAN-000073-551|SETTLEMENT_DEBIT|CORR-LOAN-000073|EVT-LOAN-000073
LOAN-000077|262806|2024-01-15T10:52Z|SUCCESS|UTR-LOAN-000077-821|SETTLEMENT_DEBIT|CORR-LOAN-000077|EVT-LOAN-000077
LOAN-000090|389107|2024-01-15T13:01Z|SUCCESS|UTR-LOAN-000090-281|SETTLEMENT_DEBIT|CORR-LOAN-000090|EVT-LOAN-000090
LOAN-000092|112304|2024-01-15T11:19Z|SUCCESS|UTR-LOAN-000092-988|SETTLEMENT_DEBIT|CORR-LOAN-000092|EVT-LOAN-000092
LOAN-000134|293445|2024-01-15T14:52Z|SUCCESS|UTR-LOAN-000134-320|SETTLEMENT_DEBIT|CORR-LOAN-000134|EVT-LOAN-000134
LOAN-000141|937488|2024-01-15T14:26Z|SUCCESS|UTR-LOAN-000141-454|SETTLEMENT_DEBIT|CORR-LOAN-000141|EVT-LOAN-000141
LOAN-000142|934989|2024-01-15T16:09Z|SUCCESS|UTR-LOAN-000142-316|SETTLEMENT_DEBIT|CORR-LOAN-000142|EVT-LOAN-000142
LOAN-000155|711510|2024-01-15T10:46Z|SUCCESS|UTR-LOAN-000155-343|SETTLEMENT_DEBIT|CORR-LOAN-000155|EVT-LOAN-000155
LOAN-000164|148274|2024-01-15T12:45Z|SUCCESS|UTR-LOAN-000164-648|SETTLEMENT_DEBIT|CORR-LOAN-000164|EVT-LOAN-000164
LOAN-000173|106416|2024-01-15T16:34Z|SUCCESS|UTR-LOAN-000173-861|SETTLEMENT_DEBIT|CORR-LOAN-000173|EVT-LOAN-000173
LOAN-000191|470168|2024-01-15T15:45Z|SUCCESS|UTR-LOAN-000191-778|SETTLEMENT_DEBIT|CORR-LOAN-000191|EVT-LOAN-000191
LOAN-000192|336126|2024-01-15T17:41Z|SUCCESS|UTR-LOAN-000192-992|SETTLEMENT_DEBIT|CORR-LOAN-000192|EVT-LOAN-000192
LOAN-000196|767218|2024-01-15T12:46Z|SUCCESS|UTR-LOAN-000196-905|SETTLEMENT_DEBIT|CORR-LOAN-000196|EVT-LOAN-000196
LOAN-000205|629938|2024-01-15T14:13Z|SUCCESS|UTR-LOAN-000205-382|SETTLEMENT_DEBIT|CORR-LOAN-000205|EVT-LOAN-000205
LOAN-000217|798152|2024-01-15T11:26Z|SUCCESS|UTR-LOAN-000217-89|SETTLEMENT_DEBIT|CORR-LOAN-000217|EVT-LOAN-000217
LOAN-000223|561012|2024-01-15T11:02Z|SUCCESS|UTR-LOAN-000223-632|SETTLEMENT_DEBIT|CORR-LOAN-000223|EVT-LOAN-000223
LOAN-000231|864257|2024-01-15T11:38Z|SUCCESS|UTR-LOAN-000231-286|SETTLEMENT_DEBIT|CORR-LOAN-000231|EVT-LOAN-000231
LOAN-000260|641593|2024-01-15T17:14Z|SUCCESS|UTR-LOAN-000260-51|SETTLEMENT_DEBIT|CORR-LOAN-000260|EVT-LOAN-000260
LOAN-000262|615035|2024-01-15T10:17Z|SUCCESS|UTR-LOAN-000262-418|SETTLEMENT_DEBIT|CORR-LOAN-000262|EVT-LOAN-000262
LOAN-000264|873970|2024-01-15T13:42Z|SUCCESS|UTR-LOAN-000264-201|SETTLEMENT_DEBIT|CORR-LOAN-000264|EVT-LOAN-000264
LOAN-000265|100916|2024-01-15T12:07Z|SUCCESS|UTR-LOAN-000265-165|SETTLEMENT_DEBIT|CORR-LOAN-000265|EVT-LOAN-000265
LOAN-000271|846856|2024-01-15T15:47Z|SUCCESS|UTR-LOAN-000271-245|SETTLEMENT_DEBIT|CORR-LOAN-000271|EVT-LOAN-000271
LOAN-000290|10000|2024-01-15T14:58Z|SUCCESS|UTR-LOAN-000290-182|REVERSAL|CORR-REV-LOAN-000290|EVT-REV-LOAN-000290
LOAN-000305|471434|2024-01-15T10:29Z|SUCCESS|UTR-LOAN-000305-322|SETTLEMENT_DEBIT|CORR-LOAN-000305|EVT-LOAN-000305
LOAN-000310|931523|2024-01-15T11:27Z|SUCCESS|UTR-LOAN-000310-13|SETTLEMENT_DEBIT|CORR-LOAN-000310|EVT-LOAN-000310
LOAN-000317|263297|2024-01-15T17:10Z|SUCCESS|UTR-LOAN-000317-23|SETTLEMENT_DEBIT|CORR-LOAN-000317|EVT-LOAN-000317
LOAN-000321|658595|2024-01-15T14:05Z|SUCCESS|UTR-LOAN-000321-783|SETTLEMENT_DEBIT|CORR-LOAN-000321|EVT-LOAN-000321
LOAN-000323|179883|2024-01-15T14:50Z|SUCCESS|UTR-LOAN-000323-974|SETTLEMENT_DEBIT|CORR-LOAN-000323|EVT-LOAN-000323
LOAN-000328|772225|2024-01-15T14:10Z|SUCCESS|UTR-LOAN-000328-162|SETTLEMENT_DEBIT|CORR-LOAN-000328|EVT-LOAN-000328
LOAN-000335|905162|2024-01-15T09:49Z|SUCCESS|UTR-LOAN-000335-221|SETTLEMENT_DEBIT|CORR-LOAN-000335|EVT-LOAN-000335
LOAN-000354|398238|2024-01-15T11:33Z|SUCCESS|UTR-LOAN-000354-892|SETTLEMENT_DEBIT|CORR-LOAN-000354|EVT-LOAN-000354
LOAN-000355|386134|2024-01-15T16:43Z|SUCCESS|UTR-LOAN-000355-939|SETTLEMENT_DEBIT|CORR-LOAN-000355|EVT-LOAN-000355
LOAN-000356|637843|2024-01-15T10:22Z|SUCCESS|UTR-LOAN-000356-105|SETTLEMENT_DEBIT|CORR-LOAN-000356|EVT-LOAN-000356
LOAN-000361|938889|2024-01-15T12:01Z|SUCCESS|UTR-LOAN-000361-930|SETTLEMENT_DEBIT|CORR-LOAN-000361|EVT-LOAN-000361
LOAN-000362|260026|2024-01-15T12:49Z|SUCCESS|UTR-LOAN-000362-313|SETTLEMENT_DEBIT|CORR-LOAN-000362|EVT-LOAN-000362
LOAN-000364|715405|2024-01-15T13:57Z|SUCCESS|UTR-LOAN-000364-243|SETTLEMENT_DEBIT|CORR-LOAN-000364|EVT-LOAN-000364
LOAN-000376|501146|2024-01-15T15:46Z|SUCCESS|UTR-LOAN-000376-144|SETTLEMENT_DEBIT|CORR-LOAN-000376|EVT-LOAN-000376
LOAN-000381|978009|2024-01-15T11:29Z|SUCCESS|UTR-LOAN-000381-229|SETTLEMENT_DEBIT|CORR-LOAN-000381|EVT-LOAN-000381
LOAN-000392|321369|2024-01-15T10:53Z|SUCCESS|UTR-LOAN-000392-194|SETTLEMENT_DEBIT|CORR-LOAN-000392|EVT-LOAN-000392
LOAN-000470|464939|2024-01-15T14:25Z|SUCCESS|UTR-LOAN-000470-462|SETTLEMENT_DEBIT|CORR-LOAN-000470|EVT-LOAN-000470
LOAN-000471|277791|2024-01-15T11:57Z|SUCCESS|UTR-LOAN-000471-375|SETTLEMENT_DEBIT|CORR-LOAN-000471|EVT-LOAN-000471
LOAN-000477|626700|2024-01-15T15:00Z|SUCCESS|UTR-LOAN-000477-394|SETTLEMENT_DEBIT|CORR-LOAN-000477|EVT-LOAN-000477
LOAN-000480|805098|2024-01-15T10:47Z|SUCCESS|UTR-LOAN-000480-881|SETTLEMENT_DEBIT|CORR-LOAN-000480|EVT-LOAN-000480
LOAN-000481|984583|2024-01-15T10:16Z|SUCCESS|UTR-LOAN-000481-542|SETTLEMENT_DEBIT|CORR-LOAN-000481|EVT-LOAN-000481
LOAN-000498|304655|2024-01-15T13:26Z|SUCCESS|UTR-LOAN-000498-943|SETTLEMENT_DEBIT|CORR-LOAN-000498|EVT-LOAN-000498
