# batch_id=B-PARTNER_BETA-ORIGINATOR-20240117,partner_code=PARTNER_BETA,business_date=2024-01-17,declared_count=49,declared_amount_paise=28746250
loan_reference,amount_paise,status,timestamp,utr_reference,event_type,correlation_id,business_event_id
LOAN-000002,577182,SUCCESS,2024-01-17T12:36Z,UTR-LOAN-000002-32,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000002,EVT-LOAN-000002
LOAN-000027,790150,SUCCESS,2024-01-17T09:08Z,UTR-LOAN-000027-305,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000027,EVT-LOAN-000027
LOAN-000036,680452,SUCCESS,2024-01-17T15:10Z,UTR-LOAN-000036-788,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000036,EVT-LOAN-000036
LOAN-000040,399243,SUCCESS,2024-01-17T12:55Z,UTR-LOAN-000040-800,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000040,EVT-LOAN-000040
LOAN-000044,738842,SUCCESS,2024-01-17T13:39Z,UTR-LOAN-000044-557,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000044,EVT-LOAN-000044
LOAN-000048,582165,SUCCESS,2024-01-17T13:42Z,UTR-LOAN-000048-945,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000048,EVT-LOAN-000048
LOAN-000079,365553,SUCCESS,2024-01-17T11:41Z,UTR-LOAN-000079-838,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000079,EVT-LOAN-000079
LOAN-000094,928388,SUCCESS,2024-01-17T11:58Z,UTR-LOAN-000094-754,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000094,EVT-LOAN-000094
LOAN-000096,756212,SUCCESS,2024-01-17T14:33Z,UTR-LOAN-000096-606,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000096,EVT-LOAN-000096
LOAN-000107,804408,SUCCESS,2024-01-17T09:52Z,UTR-LOAN-000107-485,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000107,EVT-LOAN-000107
LOAN-000119,615145,SUCCESS,2024-01-17T16:00Z,UTR-LOAN-000119-429,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000119,EVT-LOAN-000119
LOAN-000137,147177,SUCCESS,2024-01-17T09:04Z,UTR-LOAN-000137-737,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000137,EVT-LOAN-000137
LOAN-000143,279676,SUCCESS,2024-01-17T16:28Z,UTR-LOAN-000143-750,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000143,EVT-LOAN-000143
LOAN-000159,820831,SUCCESS,2024-01-17T14:38Z,UTR-LOAN-000159-182,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000159,EVT-LOAN-000159
LOAN-000169,982609,SUCCESS,2024-01-17T16:34Z,UTR-LOAN-000169-145,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000169,EVT-LOAN-000169
LOAN-000185,661469,SUCCESS,2024-01-17T16:29Z,UTR-LOAN-000185-67,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000185,EVT-LOAN-000185
LOAN-000188,870378,SUCCESS,2024-01-17T09:36Z,UTR-LOAN-000188-232,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000188,EVT-LOAN-000188
LOAN-000202,352404,SUCCESS,2024-01-17T11:02Z,UTR-LOAN-000202-588,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000202,EVT-LOAN-000202
LOAN-000203,709640,SUCCESS,2024-01-17T11:27Z,UTR-LOAN-000203-123,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000203,EVT-LOAN-000203
LOAN-000206,103189,SUCCESS,2024-01-17T15:36Z,UTR-LOAN-000206-938,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000206,EVT-LOAN-000206
LOAN-000212,737683,SUCCESS,2024-01-17T12:33Z,UTR-LOAN-000212-164,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000212,EVT-LOAN-000212
LOAN-000213,604789,SUCCESS,2024-01-17T09:20Z,UTR-LOAN-000213-865,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000213,EVT-LOAN-000213
LOAN-000234,897770,SUCCESS,2024-01-17T09:12Z,UTR-LOAN-000234-122,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000234,EVT-LOAN-000234
LOAN-000239,878570,SUCCESS,2024-01-17T16:28Z,UTR-LOAN-000239-792,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000239,EVT-LOAN-000239
LOAN-000243,385167,SUCCESS,2024-01-17T11:33Z,UTR-LOAN-000243-31,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000243,EVT-LOAN-000243
LOAN-000249,877333,SUCCESS,2024-01-17T15:32Z,UTR-LOAN-000249-786,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000249,EVT-LOAN-000249
LOAN-000252,742288,SUCCESS,2024-01-17T16:44Z,UTR-LOAN-000252-884,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000252,EVT-LOAN-000252
LOAN-000298,417310,SUCCESS,2024-01-17T11:12Z,UTR-LOAN-000298-702,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000298,EVT-LOAN-000298
LOAN-000303,347592,SUCCESS,2024-01-17T13:32Z,UTR-LOAN-000303-28,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000303,EVT-LOAN-000303
LOAN-000308,246596,SUCCESS,2024-01-17T12:49Z,UTR-LOAN-000308-205,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000308,EVT-LOAN-000308
LOAN-000312,392133,SUCCESS,2024-01-17T09:56Z,UTR-LOAN-000312-794,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000312,EVT-LOAN-000312
LOAN-000318,200031,SUCCESS,2024-01-17T13:43Z,UTR-LOAN-000318-672,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000318,EVT-LOAN-000318
LOAN-000340,381229,SUCCESS,2024-01-17T12:43Z,UTR-LOAN-000340-868,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000340,EVT-LOAN-000340
LOAN-000341,332531,SUCCESS,2024-01-17T13:24Z,UTR-LOAN-000341-412,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000341,EVT-LOAN-000341
LOAN-000345,516487,SUCCESS,2024-01-17T13:27Z,UTR-LOAN-000345-889,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000345,EVT-LOAN-000345
LOAN-000351,725172,SUCCESS,2024-01-17T10:03Z,UTR-LOAN-000351-379,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000351,EVT-LOAN-000351
LOAN-000368,230987,SUCCESS,2024-01-17T12:27Z,UTR-LOAN-000368-967,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000368,EVT-LOAN-000368
LOAN-000370,875614,SUCCESS,2024-01-17T16:40Z,UTR-LOAN-000370-974,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000370,EVT-LOAN-000370
LOAN-000389,810166,SUCCESS,2024-01-17T13:17Z,UTR-LOAN-000389-376,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000389,EVT-LOAN-000389
LOAN-000414,522239,SUCCESS,2024-01-17T10:57Z,UTR-LOAN-000414-33,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000414,EVT-LOAN-000414
LOAN-000415,546848,SUCCESS,2024-01-17T10:44Z,UTR-LOAN-000415-492,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000415,EVT-LOAN-000415
LOAN-000422,298676,SUCCESS,2024-01-17T16:55Z,UTR-LOAN-000422-320,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000422,EVT-LOAN-000422
LOAN-000424,735095,SUCCESS,2024-01-17T16:28Z,UTR-LOAN-000424-305,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000424,EVT-LOAN-000424
LOAN-000434,936738,SUCCESS,2024-01-17T11:13Z,UTR-LOAN-000434-606,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000434,EVT-LOAN-000434
LOAN-000440,273591,SUCCESS,2024-01-17T15:15Z,UTR-LOAN-000440-910,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000440,EVT-LOAN-000440
LOAN-000456,627352,SUCCESS,2024-01-17T15:48Z,UTR-LOAN-000456-866,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000456,EVT-LOAN-000456
LOAN-000463,987143,SUCCESS,2024-01-17T13:41Z,UTR-LOAN-000463-556,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000463,EVT-LOAN-000463
LOAN-000468,910407,SUCCESS,2024-01-17T16:49Z,UTR-LOAN-000468-747,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000468,EVT-LOAN-000468
LOAN-000484,143600,SUCCESS,2024-01-17T09:57Z,UTR-LOAN-000484-988,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000484,EVT-LOAN-000484
