#HDR|B-PARTNER_GAMMA-LMS-20240116|PARTNER_GAMMA|2024-01-16|60|32099371
LOAN_ID|DISB_AMT_PAISE|TS|STATUS|UTR|EVT_TYPE|CORR_ID|BIZ_EVT_ID
LOAN-000006|599823|2024-01-16T09:42Z|SUCCESS|UTR-LOAN-000006-935|LMS_BOOKING|CORR-LOAN-000006|EVT-LOAN-000006
LOAN-000012|523747|2024-01-16T16:02Z|SUCCESS|UTR-LOAN-000012-823|LMS_BOOKING|CORR-LOAN-000012|EVT-LOAN-000012
LOAN-000014|462709|2024-01-16T11:21Z|SUCCESS|UTR-LOAN-000014-104|LMS_BOOKING|CORR-LOAN-000014|EVT-LOAN-000014
LOAN-000022|366324|2024-01-16T17:07Z|SUCCESS|UTR-LOAN-000022-881|LMS_BOOKING|CORR-LOAN-000022|EVT-LOAN-000022
LOAN-000025|801766|2024-01-16T12:42Z|SUCCESS|UTR-LOAN-000025-374|LMS_BOOKING|CORR-LOAN-000025|EVT-LOAN-000025
LOAN-000054|816447|2024-01-16T17:08Z|SUCCESS|UTR-LOAN-000054-969|LMS_BOOKING|CORR-LOAN-000054|EVT-LOAN-000054
LOAN-000091|756442|2024-01-16T13:13Z|SUCCESS|UTR-LOAN-000091-196|LMS_BOOKING|CORR-LOAN-000091|EVT-LOAN-000091
LOAN-000104|342815|2024-01-16T11:05Z|SUCCESS|UTR-LOAN-000104-148|LMS_BOOKING|CORR-LOAN-000104|EVT-LOAN-000104
LOAN-000115|586762|2024-01-16T13:47Z|SUCCESS|UTR-LOAN-000115-483|LMS_BOOKING|CORR-LOAN-000115|EVT-LOAN-000115
LOAN-000116|431541|2024-01-16T16:05Z|SUCCESS|UTR-LOAN-000116-526|LMS_BOOKING|CORR-LOAN-000116|EVT-LOAN-000116
LOAN-000121|489582|2024-01-16T12:09Z|SUCCESS|UTR-LOAN-000121-835|LMS_BOOKING|CORR-LOAN-000121|EVT-LOAN-000121
LOAN-000126|347892|2024-01-16T11:36Z|SUCCESS|UTR-LOAN-000126-373|LMS_BOOKING|CORR-LOAN-000126|EVT-LOAN-000126
LOAN-000127|259048|2024-01-16T10:49Z|SUCCESS|UTR-LOAN-000127-692|LMS_BOOKING|CORR-LOAN-000127|EVT-LOAN-000127
LOAN-000133|751555|2024-01-16T13:08Z|SUCCESS|UTR-LOAN-000133-363|LMS_BOOKING|CORR-LOAN-000133|EVT-LOAN-000133
LOAN-000144|536759|2024-01-16T10:33Z|SUCCESS|UTR-LOAN-000144-45|LMS_BOOKING|CORR-LOAN-000144|EVT-LOAN-000144
LOAN-000145|798397|2024-01-16T14:27Z|SUCCESS|UTR-LOAN-000145-637|LMS_BOOKING|CORR-LOAN-000145|EVT-LOAN-000145
LOAN-000156|567882|2024-01-16T15:03Z|SUCCESS|UTR-LOAN-000156-412|LMS_BOOKING|CORR-LOAN-000156|EVT-LOAN-000156
LOAN-000168|672314|2024-01-16T12:27Z|SUCCESS|UTR-LOAN-000168-344|LMS_BOOKING|CORR-LOAN-000168|EVT-LOAN-000168
LOAN-000170|473215|2024-01-16T14:30Z|SUCCESS|UTR-LOAN-000170-679|LMS_BOOKING|CORR-LOAN-000170|EVT-LOAN-000170
LOAN-000175|531668|2024-01-16T15:06Z|SUCCESS|UTR-LOAN-000175-485|LMS_BOOKING|CORR-LOAN-000175|EVT-LOAN-000175
LOAN-000186|497737|2024-01-16T10:52Z|SUCCESS|UTR-LOAN-000186-210|LMS_BOOKING|CORR-LOAN-000186|EVT-LOAN-000186
LOAN-000190|580762|2024-01-16T11:49Z|SUCCESS|UTR-LOAN-000190-921|LMS_BOOKING|CORR-LOAN-000190|EVT-LOAN-000190
LOAN-000195|466673|2024-01-16T10:38Z|SUCCESS|UTR-LOAN-000195-333|LMS_BOOKING|CORR-LOAN-000195|EVT-LOAN-000195
LOAN-000198|488940|2024-01-16T15:22Z|SUCCESS|UTR-LOAN-000198-609|LMS_BOOKING|CORR-LOAN-000198|EVT-LOAN-000198
LOAN-000199|539541|2024-01-16T10:44Z|SUCCESS|UTR-LOAN-000199-962|LMS_BOOKING|CORR-LOAN-000199|EVT-LOAN-000199
LOAN-000225|433829|2024-01-16T16:42Z|SUCCESS|UTR-LOAN-000225-162|LMS_BOOKING|CORR-LOAN-000225|EVT-LOAN-000225
LOAN-000229|448791|2024-01-16T17:02Z|SUCCESS|UTR-LOAN-000229-603|LMS_BOOKING|CORR-LOAN-000229|EVT-LOAN-000229
LOAN-000248|146935|2024-01-16T15:59Z|SUCCESS|UTR-LOAN-000248-548|LMS_BOOKING|CORR-LOAN-000248|EVT-LOAN-000248
LOAN-000255|511889|2024-01-16T15:01Z|SUCCESS|UTR-LOAN-000255-80|LMS_BOOKING|CORR-LOAN-000255|EVT-LOAN-000255
LOAN-000256|315077|2024-01-16T13:57Z|SUCCESS|UTR-LOAN-000256-227|LMS_BOOKING|CORR-LOAN-000256|EVT-LOAN-000256
LOAN-000282|343920|2024-01-16T11:35Z|SUCCESS|UTR-LOAN-000282-549|LMS_BOOKING|CORR-LOAN-000282|EVT-LOAN-000282
LOAN-000285|887512|2024-01-16T13:58Z|SUCCESS|UTR-LOAN-000285-979|LMS_BOOKING|CORR-LOAN-000285|EVT-LOAN-000285
LOAN-000286|293091|2024-01-16T15:48Z|SUCCESS|UTR-LOAN-000286-834|LMS_BOOKING|CORR-LOAN-000286|EVT-LOAN-000286
LOAN-000293|398692|2024-01-16T15:45Z|SUCCESS|UTR-LOAN-000293-338|LMS_BOOKING|CORR-LOAN-000293|EVT-LOAN-000293
LOAN-000299|95545|2024-01-16T18:33Z|SUCCESS|UTR-LOAN-000299-684|LMS_BOOKING|CORR-LOAN-000299|EVT-LOAN-000299
LOAN-000316|822782|2024-01-16T14:43Z|SUCCESS|UTR-LOAN-000316-441|LMS_BOOKING|CORR-LOAN-000316|EVT-LOAN-000316
LOAN-000320|255187|2024-01-16T09:45Z|SUCCESS|UTR-LOAN-000320-654|LMS_BOOKING|CORR-LOAN-000320|EVT-LOAN-000320
LOAN-000324|897256|2024-01-16T16:59Z|SUCCESS|UTR-LOAN-000324-949|LMS_BOOKING|CORR-LOAN-000324|EVT-LOAN-000324
LOAN-000331|398723|2024-01-16T13:44Z|SUCCESS|UTR-LOAN-000331-461|LMS_BOOKING|CORR-LOAN-000331|EVT-LOAN-000331
LOAN-000339|966280|2024-01-16T15:39Z|SUCCESS|UTR-LOAN-000339-657|LMS_BOOKING|CORR-LOAN-000339|EVT-LOAN-000339
LOAN-000343|432609|2024-01-16T12:03Z|SUCCESS|UTR-LOAN-000343-214|LMS_BOOKING|CORR-LOAN-000343|EVT-LOAN-000343
LOAN-000348|802856|2024-01-16T10:54Z|SUCCESS|UTR-LOAN-000348-414|LMS_BOOKING|CORR-LOAN-000348|EVT-LOAN-000348
LOAN-000350|135901|2024-01-16T12:05Z|SUCCESS|UTR-LOAN-000350-97|LMS_BOOKING|CORR-LOAN-000350|EVT-LOAN-000350
LOAN-000369|777776|2024-01-16T16:25Z|SUCCESS|UTR-LOAN-000369-876|LMS_BOOKING|CORR-LOAN-000369|EVT-LOAN-000369
LOAN-000373|971631|2024-01-16T12:25Z|SUCCESS|UTR-LOAN-000373-310|LMS_BOOKING|CORR-LOAN-000373|EVT-LOAN-000373
LOAN-000375|399798|2024-01-16T13:34Z|SUCCESS|UTR-LOAN-000375-63|LMS_BOOKING|CORR-LOAN-000375|EVT-LOAN-000375
LOAN-000378|435658|2024-01-16T13:03Z|SUCCESS|UTR-LOAN-000378-154|LMS_BOOKING|CORR-LOAN-000378|EVT-LOAN-000378
LOAN-000380|468180|2024-01-16T14:37Z|SUCCESS|UTR-LOAN-000380-126|LMS_BOOKING|CORR-LOAN-000380|EVT-LOAN-000380
LOAN-000393|781471|2024-01-16T12:29Z|SUCCESS|UTR-LOAN-000393-352|LMS_BOOKING|CORR-LOAN-000393|EVT-LOAN-000393
LOAN-000405|319950|2024-01-16T12:45Z|SUCCESS|UTR-LOAN-000405-25|LMS_BOOKING|CORR-LOAN-000405|EVT-LOAN-000405
LOAN-000410|404491|2024-01-16T12:03Z|SUCCESS|UTR-LOAN-000410-176|LMS_BOOKING|CORR-LOAN-000410|EVT-LOAN-000410
LOAN-000427|151517|2024-01-16T14:51Z|SUCCESS|UTR-LOAN-000427-14|LMS_BOOKING|CORR-LOAN-000427|EVT-LOAN-000427
LOAN-000444|827442|2024-01-16T18:32Z|SUCCESS|UTR-LOAN-000444-130|LMS_BOOKING|CORR-LOAN-000444|EVT-LOAN-000444
LOAN-000458|547042|2024-01-16T16:23Z|SUCCESS|UTR-LOAN-000458-785|LMS_BOOKING|CORR-LOAN-000458|EVT-LOAN-000458
LOAN-000459|932575|2024-01-16T12:02Z|SUCCESS|UTR-LOAN-000459-824|LMS_BOOKING|CORR-LOAN-000459|EVT-LOAN-000459
LOAN-000462|890982|2024-01-16T16:55Z|SUCCESS|UTR-LOAN-000462-74|LMS_BOOKING|CORR-LOAN-000462|EVT-LOAN-000462
LOAN-000474|773365|2024-01-16T13:20Z|SUCCESS|UTR-LOAN-000474-490|LMS_BOOKING|CORR-LOAN-000474|EVT-LOAN-000474
LOAN-000487|300262|2024-01-16T11:23Z|SUCCESS|UTR-LOAN-000487-185|LMS_BOOKING|CORR-LOAN-000487|EVT-LOAN-000487
LOAN-000491|205763|2024-01-16T09:02Z|SUCCESS|UTR-LOAN-000491-939|LMS_BOOKING|CORR-LOAN-000491|EVT-LOAN-000491
LOAN-000496|134252|2024-01-16T11:18Z|SUCCESS|UTR-LOAN-000496-177|LMS_BOOKING|CORR-LOAN-000496|EVT-LOAN-000496
