# batch_id=B-PARTNER_BETA-ORIGINATOR-20240115,partner_code=PARTNER_BETA,business_date=2024-01-15,declared_count=45,declared_amount_paise=23784407
loan_reference,amount_paise,status,timestamp,utr_reference,event_type,correlation_id,business_event_id
LOAN-000021,892740,SUCCESS,2024-01-15T11:25Z,UTR-LOAN-000021-529,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000021,EVT-LOAN-000021
LOAN-000030,356266,SUCCESS,2024-01-15T10:07Z,UTR-LOAN-000030-290,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000030,EVT-LOAN-000030
LOAN-000060,502806,SUCCESS,2024-01-15T13:00Z,UTR-LOAN-000060-526,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000060,EVT-LOAN-000060
LOAN-000063,814016,SUCCESS,2024-01-15T15:53Z,UTR-LOAN-000063-823,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000063,EVT-LOAN-000063
LOAN-000103,210206,SUCCESS,2024-01-15T09:17Z,UTR-LOAN-000103-953,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000103,EVT-LOAN-000103
LOAN-000120,872469,SUCCESS,2024-01-15T11:42Z,UTR-LOAN-000120-495,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000120,EVT-LOAN-000120
LOAN-000123,343815,SUCCESS,2024-01-15T15:20Z,UTR-LOAN-000123-564,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000123,EVT-LOAN-000123
LOAN-000124,776076,SUCCESS,2024-01-15T12:08Z,UTR-LOAN-000124-227,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000124,EVT-LOAN-000124
LOAN-000130,657556,SUCCESS,2024-01-15T11:54Z,UTR-LOAN-000130-397,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000130,EVT-LOAN-000130
LOAN-000163,101488,SUCCESS,2024-01-15T13:54Z,UTR-LOAN-000163-10,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000163,EVT-LOAN-000163
LOAN-000165,266994,SUCCESS,2024-01-15T10:47Z,UTR-LOAN-000165-124,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000165,EVT-LOAN-000165
LOAN-000176,586086,SUCCESS,2024-01-15T12:11Z,UTR-LOAN-000176-643,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000176,EVT-LOAN-000176
LOAN-000193,732586,SUCCESS,2024-01-15T16:28Z,UTR-LOAN-000193-781,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000193,EVT-LOAN-000193
LOAN-000200,895051,SUCCESS,2024-01-15T10:06Z,UTR-LOAN-000200-65,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000200,EVT-LOAN-000200
LOAN-000207,122862,SUCCESS,2024-01-15T16:04Z,UTR-LOAN-000207-894,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000207,EVT-LOAN-000207
LOAN-000209,639343,SUCCESS,2024-01-15T13:07Z,UTR-LOAN-000209-612,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000209,EVT-LOAN-000209
LOAN-000220,640524,SUCCESS,2024-01-15T12:47Z,UTR-LOAN-000220-597,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000220,EVT-LOAN-000220
LOAN-000228,561173,SUCCESS,2024-01-15T16:05Z,UTR-LOAN-000228-29,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000228,EVT-LOAN-000228
LOAN-000232,572285,SUCCESS,2024-01-15T11:55Z,UTR-LOAN-000232-244,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000232,EVT-LOAN-000232
LOAN-000235,448188,SUCCESS,2024-01-15T10:06Z,UTR-LOAN-000235-15,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000235,EVT-LOAN-000235
LOAN-000237,453558,SUCCESS,2024-01-15T14:41Z,UTR-LOAN-000237-257,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000237,EVT-LOAN-000237
LOAN-000254,280009,SUCCESS,2024-01-15T14:16Z,UTR-LOAN-000254-717,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000254,EVT-LOAN-000254
LOAN-000266,481827,SUCCESS,2024-01-15T16:09Z,UTR-LOAN-000266-603,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000266,EVT-LOAN-000266
LOAN-000274,861190,SUCCESS,2024-01-15T13:16Z,UTR-LOAN-000274-700,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000274,EVT-LOAN-000274
LOAN-000278,283656,SUCCESS,2024-01-15T15:22Z,UTR-LOAN-000278-629,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000278,EVT-LOAN-000278
LOAN-000288,631643,SUCCESS,2024-01-15T09:03Z,UTR-LOAN-000288-979,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000288,EVT-LOAN-000288
LOAN-000294,943477,SUCCESS,2024-01-15T15:40Z,UTR-LOAN-000294-430,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000294,EVT-LOAN-000294
LOAN-000309,752568,SUCCESS,2024-01-15T13:18Z,UTR-LOAN-000309-732,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000309,EVT-LOAN-000309
LOAN-000349,588396,SUCCESS,2024-01-15T13:21Z,UTR-LOAN-000349-213,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000349,EVT-LOAN-000349
LOAN-000359,269507,SUCCESS,2024-01-15T16:50Z,UTR-LOAN-000359-523,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000359,EVT-LOAN-000359
LOAN-000372,768665,SUCCESS,2024-01-15T10:44Z,UTR-LOAN-000372-60,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000372,EVT-LOAN-000372
LOAN-000386,724062,SUCCESS,2024-01-15T15:09Z,UTR-LOAN-000386-798,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000386,EVT-LOAN-000386
LOAN-000391,659865,SUCCESS,2024-01-15T10:01Z,UTR-LOAN-000391-138,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000391,EVT-LOAN-000391
LOAN-000394,142906,SUCCESS,2024-01-15T10:25Z,UTR-LOAN-000394-42,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000394,EVT-LOAN-000394
LOAN-000400,436264,SUCCESS,2024-01-15T12:43Z,UTR-LOAN-000400-330,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000400,EVT-LOAN-000400
LOAN-000404,238374,SUCCESS,2024-01-15T09:58Z,UTR-LOAN-000404-831,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000404,EVT-LOAN-000404
LOAN-000413,419656,SUCCESS,2024-01-15T11:41Z,UTR-LOAN-000413-591,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000413,EVT-LOAN-000413
LOAN-000439,402565,SUCCESS,2024-01-15T15:50Z,UTR-LOAN-000439-224,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000439,EVT-LOAN-000439
LOAN-000443,527990,SUCCESS,2024-01-15T15:05Z,UTR-LOAN-000443-408,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000443,EVT-LOAN-000443
LOAN-000448,239528,SUCCESS,2024-01-15T16:59Z,UTR-LOAN-000448-884,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000448,EVT-LOAN-000448
LOAN-000450,541349,SUCCESS,2024-01-15T15:12Z,UTR-LOAN-000450-649,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000450,EVT-LOAN-000450
LOAN-000453,875607,SUCCESS,2024-01-15T11:29Z,UTR-LOAN-000453-292,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000453,EVT-LOAN-000453
LOAN-000486,158623,SUCCESS,2024-01-15T15:06Z,UTR-LOAN-000486-421,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000486,EVT-LOAN-000486
LOAN-000492,407693,SUCCESS,2024-01-15T10:29Z,UTR-LOAN-000492-8,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000492,EVT-LOAN-000492
LOAN-000495,702899,SUCCESS,2024-01-15T14:46Z,UTR-LOAN-000495-327,DISBURSEMENT_INSTRUCTION,CORR-LOAN-000495,EVT-LOAN-000495
