# batch_id=B-PARTNER_BETA-BANK-20240117,partner_code=PARTNER_BETA,business_date=2024-01-17,declared_count=50,declared_amount_paise=28756250
loan_reference,amount_paise,status,timestamp,utr_reference,event_type,correlation_id,business_event_id
LOAN-000002,577182,SUCCESS,2024-01-17T12:48Z,UTR-LOAN-000002-32,SETTLEMENT_DEBIT,CORR-LOAN-000002,EVT-LOAN-000002
LOAN-000027,790150,SUCCESS,2024-01-17T18:30Z,UTR-LOAN-000027-305,SETTLEMENT_DEBIT,CORR-LOAN-000027,EVT-LOAN-000027
LOAN-000036,680452,SUCCESS,2024-01-17T15:16Z,UTR-LOAN-000036-788,SETTLEMENT_DEBIT,CORR-LOAN-000036,EVT-LOAN-000036
LOAN-000040,399243,SUCCESS,2024-01-17T13:08Z,UTR-LOAN-000040-800,SETTLEMENT_DEBIT,CORR-LOAN-000040,EVT-LOAN-000040
LOAN-000044,738842,SUCCESS,2024-01-17T14:17Z,UTR-LOAN-000044-557,SETTLEMENT_DEBIT,CORR-LOAN-000044,EVT-LOAN-000044
LOAN-000048,582165,SUCCESS,2024-01-17T14:14Z,UTR-LOAN-000048-945,SETTLEMENT_DEBIT,CORR-LOAN-000048,EVT-LOAN-000048
LOAN-000079,365553,SUCCESS,2024-01-17T11:58Z,UTR-LOAN-000079-838,SETTLEMENT_DEBIT,CORR-LOAN-000079,EVT-LOAN-000079
LOAN-000094,928388,SUCCESS,2024-01-17T12:07Z,UTR-LOAN-000094-754,SETTLEMENT_DEBIT,CORR-LOAN-000094,EVT-LOAN-000094
LOAN-000096,756212,SUCCESS,2024-01-17T14:43Z,UTR-LOAN-000096-606,SETTLEMENT_DEBIT,CORR-LOAN-000096,EVT-LOAN-000096
LOAN-000107,804408,SUCCESS,2024-01-17T10:30Z,UTR-LOAN-000107-485,SETTLEMENT_DEBIT,CORR-LOAN-000107,EVT-LOAN-000107
LOAN-000119,615145,SUCCESS,2024-01-17T16:09Z,UTR-LOAN-000119-429,SETTLEMENT_DEBIT,CORR-LOAN-000119,EVT-LOAN-000119
LOAN-000137,147177,SUCCESS,2024-01-17T09:24Z,UTR-LOAN-000137-737,SETTLEMENT_DEBIT,CORR-LOAN-000137,EVT-LOAN-000137
LOAN-000143,279676,SUCCESS,2024-01-17T16:44Z,UTR-LOAN-000143-750,SETTLEMENT_DEBIT,CORR-LOAN-000143,EVT-LOAN-000143
LOAN-000159,820831,SUCCESS,2024-01-17T15:31Z,UTR-LOAN-000159-182,SETTLEMENT_DEBIT,CORR-LOAN-000159,EVT-LOAN-000159
LOAN-000169,982609,SUCCESS,2024-01-17T17:29Z,UTR-LOAN-000169-145,SETTLEMENT_DEBIT,CORR-LOAN-000169,EVT-LOAN-000169
LOAN-000185,661469,SUCCESS,2024-01-17T16:56Z,UTR-LOAN-000185-67,SETTLEMENT_DEBIT,CORR-LOAN-000185,EVT-LOAN-000185
LOAN-000188,870378,SUCCESS,2024-01-17T10:18Z,UTR-LOAN-000188-232,SETTLEMENT_DEBIT,CORR-LOAN-000188,EVT-LOAN-000188
LOAN-000202,352404,SUCCESS,2024-01-17T11:12Z,UTR-LOAN-000202-588,SETTLEMENT_DEBIT,CORR-LOAN-000202,EVT-LOAN-000202
LOAN-000203,709640,SUCCESS,2024-01-17T11:28Z,UTR-LOAN-000203-123,SETTLEMENT_DEBIT,CORR-LOAN-000203,EVT-LOAN-000203
LOAN-000206,103189,SUCCESS,2024-01-17T16:23Z,UTR-LOAN-000206-938,SETTLEMENT_DEBIT,CORR-LOAN-000206,EVT-LOAN-000206
LOAN-000212,737683,SUCCESS,2024-01-17T13:32Z,UTR-LOAN-000212-164,SETTLEMENT_DEBIT,CORR-LOAN-000212,EVT-LOAN-000212
LOAN-000213,604789,SUCCESS,2024-01-17T09:40Z,UTR-LOAN-000213-865,SETTLEMENT_DEBIT,CORR-LOAN-000213,EVT-LOAN-000213
LOAN-000234,897770,SUCCESS,2024-01-17T09:22Z,UTR-LOAN-000234-122,SETTLEMENT_DEBIT,CORR-LOAN-000234,EVT-LOAN-000234
LOAN-000239,878570,SUCCESS,2024-01-17T16:44Z,UTR-LOAN-000239-792,SETTLEMENT_DEBIT,CORR-LOAN-000239,EVT-LOAN-000239
LOAN-000243,385167,SUCCESS,2024-01-17T11:44Z,UTR-LOAN-000243-31,SETTLEMENT_DEBIT,CORR-LOAN-000243,EVT-LOAN-000243
LOAN-000249,877333,SUCCESS,2024-01-17T15:56Z,UTR-LOAN-000249-786,SETTLEMENT_DEBIT,CORR-LOAN-000249,EVT-LOAN-000249
